"State","Measure ID","Measure Name","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Start Date","End Date","Number of Hospitals Fewer","Number of Hospitals Average","Number of Hospitals More","Number of Hospitals Too Small"
SD,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,28,0,11,,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,1,8,0,29,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,1,8,0,29,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,15,1,11,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,6,0,33,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_CABG,Rate of readmission for CABG,0,3,0,0,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,10,0,46,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,15,2,39,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,14,0,4,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),1,48,4,8,,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SD,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,23,0,34,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,2,21,11,49
TN,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,7,56,9,27
TN,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,11,58,13,19
TN,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,75,0,5,,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,4,19,0,37,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,23,0,37,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,61,3,13,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,1,39,0,43,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_CABG,Rate of readmission for CABG,0,19,0,6,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,66,0,34,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,2,68,2,27,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,40,1,22,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),5,86,1,4,,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TN,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,1,81,0,19,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,10,86,27,138
TX,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,23,149,40,139
TX,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,22,191,42,103
TX,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,250,1,40,,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,4,54,0,142,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,57,1,142,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,9,218,2,74,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,2,153,1,105,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_CABG,Rate of readmission for CABG,0,81,0,30,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,170,0,167,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,3,206,3,139,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,143,3,108,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),11,324,10,39,,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
TX,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,3,249,3,103,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,5,5,0,21
UT,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,12,13,1,19
UT,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,13,19,0,13
UT,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,35,0,5,,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,6,1,25,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,7,0,25,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,33,1,9,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,12,1,18,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_CABG,Rate of readmission for CABG,0,7,0,2,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,7,0,36,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,24,2,19,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,26,0,11,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,39,6,2,,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
UT,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,32,0,13,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,3,34,4,38
VA,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,8,52,19,2
VA,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,8,49,23,4
VA,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,72,2,1,,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,2,32,1,32,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,33,2,32,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,63,2,7,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,45,0,34,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_CABG,Rate of readmission for CABG,0,18,0,5,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,71,0,11,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,2,73,4,2,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,49,1,20,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),1,74,4,3,,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VA,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,1,78,1,4,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,07/01/2019,06/30/2022,Not Available,Not Available,Not Available,Not Available
VI,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,07/01/2019,06/30/2022,Not Available,Not Available,Not Available,Not Available
VI,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5,07/01/2019,06/30/2022,Not Available,Not Available,Not Available,Not Available
VI,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Available,Not Available,5,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,5,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,5,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Not Available,Not Available,Not Available,Not Available,5,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,5,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Not Available,Not Available,Not Available,Not Available,5,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Available,Not Available,5,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VI,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,5,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,0,1,0,14
VT,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,1,11,2,1
VT,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,3,10,1,1
VT,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,9,0,2,,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,1,7,0,5,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,8,0,5,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,8,0,4,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,4,0,11,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_CABG,Rate of readmission for CABG,0,1,0,0,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,13,0,2,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,14,0,1,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,12,0,1,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),1,14,0,0,,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
VT,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,14,0,1,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,2,27,1,44
WA,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,12,39,6,29
WA,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,14,41,9,26
WA,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",1,55,0,7,,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,32,0,32,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,1,31,0,32,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,2,51,1,8,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,34,0,40,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_CABG,Rate of readmission for CABG,1,14,0,1,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,47,0,40,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,55,2,29,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,41,0,21,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,63,17,8,,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WA,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,64,0,26,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,5,21,5,77
WI,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,17,69,6,32
WI,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,25,57,10,33
WI,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,89,0,15,,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,0,56,0,58,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,56,0,58,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,1,72,0,32,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,39,0,69,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_CABG,Rate of readmission for CABG,0,20,0,8,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,62,0,62,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,1,91,0,32,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,54,0,49,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),2,116,6,4,,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WI,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,92,0,33,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,0,5,6,38
WV,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,1,23,10,18
WV,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,5,25,9,13
WV,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,26,0,12,,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,2,12,0,18,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,14,0,18,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,22,1,9,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,14,0,35,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_CABG,Rate of readmission for CABG,1,5,0,0,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,1,31,0,19,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,34,0,18,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,18,0,16,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),3,42,0,4,,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WV,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,39,0,13,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,EDAC_30_AMI,Hospital return days for heart attack patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,1,1,1,15
WY,EDAC_30_HF,Hospital return days for heart failure patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,4,11,0,12
WY,EDAC_30_PN,Hospital return days for pneumonia patients,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,07/01/2019,06/30/2022,3,17,0,8
WY,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",0,17,0,3,,01/01/2019,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,1,8,0,10,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,0,9,0,10,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,0,13,0,8,,01/01/2021,12/31/2021,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,0,4,0,14,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_CABG,Rate of readmission for CABG,0,1,0,1,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,0,10,0,18,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,0,15,0,12,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,0,10,0,9,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),0,27,1,0,,07/01/2021,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
WY,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,0,20,0,8,,07/01/2019,06/30/2022,Not Applicable,Not Applicable,Not Applicable,Not Applicable
