"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
WA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.985,,10/01/2021,09/30/2022
WA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.887,,10/01/2021,09/30/2022
WA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.848,,10/01/2021,09/30/2022
WA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.030,,10/01/2021,09/30/2022
WA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.936,,10/01/2021,09/30/2022
WA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.716,,10/01/2021,09/30/2022
WA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.996,,10/01/2021,09/30/2022
WA,HAI_3_SIR,SSI - Colon Surgery,0.847,,10/01/2021,09/30/2022
WA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.755,,10/01/2021,09/30/2022
WA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.442,,10/01/2021,09/30/2022
WA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.057,,10/01/2021,09/30/2022
WA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.699,,10/01/2021,09/30/2022
WA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.956,,10/01/2021,09/30/2022
WA,HAI_5_SIR,MRSA Bacteremia,0.820,,10/01/2021,09/30/2022
WA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.525,,10/01/2021,09/30/2022
WA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.603,,10/01/2021,09/30/2022
WA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.563,,10/01/2021,09/30/2022
WI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.672,,10/01/2021,09/30/2022
WI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.860,,10/01/2021,09/30/2022
WI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.762,,10/01/2021,09/30/2022
WI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.741,,10/01/2021,09/30/2022
WI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.923,,10/01/2021,09/30/2022
WI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.828,,10/01/2021,09/30/2022
WI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.754,,10/01/2021,09/30/2022
WI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.036,,10/01/2021,09/30/2022
WI,HAI_3_SIR,SSI - Colon Surgery,0.887,,10/01/2021,09/30/2022
WI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.863,,10/01/2021,09/30/2022
WI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.582,,10/01/2021,09/30/2022
WI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.182,,10/01/2021,09/30/2022
WI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.438,,10/01/2021,09/30/2022
WI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.675,,10/01/2021,09/30/2022
WI,HAI_5_SIR,MRSA Bacteremia,0.547,,10/01/2021,09/30/2022
WI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.586,,10/01/2021,09/30/2022
WI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.672,,10/01/2021,09/30/2022
WI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.628,,10/01/2021,09/30/2022
WV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.977,,10/01/2021,09/30/2022
WV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.292,,10/01/2021,09/30/2022
WV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.127,,10/01/2021,09/30/2022
WV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.667,,10/01/2021,09/30/2022
WV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.896,,10/01/2021,09/30/2022
WV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.775,,10/01/2021,09/30/2022
WV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.880,,10/01/2021,09/30/2022
WV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.449,,10/01/2021,09/30/2022
WV,HAI_3_SIR,SSI - Colon Surgery,1.138,,10/01/2021,09/30/2022
WV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.628,,10/01/2021,09/30/2022
WV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.592,,10/01/2021,09/30/2022
WV,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.027,,10/01/2021,09/30/2022
WV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.244,,10/01/2021,09/30/2022
WV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.744,,10/01/2021,09/30/2022
WV,HAI_5_SIR,MRSA Bacteremia,1.479,,10/01/2021,09/30/2022
WV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.663,,10/01/2021,09/30/2022
WV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.793,,10/01/2021,09/30/2022
WV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.726,,10/01/2021,09/30/2022
WY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.383,,10/01/2021,09/30/2022
WY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.441,,10/01/2021,09/30/2022
WY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.785,,10/01/2021,09/30/2022
WY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.221,,10/01/2021,09/30/2022
WY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.774,,10/01/2021,09/30/2022
WY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.434,,10/01/2021,09/30/2022
WY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.097,,10/01/2021,09/30/2022
WY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.034,,10/01/2021,09/30/2022
WY,HAI_3_SIR,SSI - Colon Surgery,0.380,,10/01/2021,09/30/2022
WY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.032,,10/01/2021,09/30/2022
WY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.118,,10/01/2021,09/30/2022
WY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.632,,10/01/2021,09/30/2022
WY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.415,,10/01/2021,09/30/2022
WY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,2.128,,10/01/2021,09/30/2022
WY,HAI_5_SIR,MRSA Bacteremia,1.023,,10/01/2021,09/30/2022
WY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.326,,10/01/2021,09/30/2022
WY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.647,,10/01/2021,09/30/2022
WY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.466,,10/01/2021,09/30/2022
